chr	start	stop	extra
1	15456732	15472091	"gene_id ""CELA2A""; transcript_id """"; db_xref ""GeneID:63036""; db_xref ""HGNC:HGNC:24609""; db_xref ""MIM:609443""; description ""chymotrypsin like elastase 2A""; gbkey ""Gene""; gene ""CELA2A""; gene_biotype ""protein_coding""; gene_synonym ""AOMS4""; gene_synonym ""ELA2A""; gene_synonym ""PE-1""; "
1	15476104	15491395	"gene_id ""CELA2B""; transcript_id """"; db_xref ""GeneID:51032""; db_xref ""HGNC:HGNC:29995""; db_xref ""MIM:609444""; description ""chymotrypsin like elastase 2B""; gbkey ""Gene""; gene ""CELA2B""; gene_biotype ""protein_coding""; gene_synonym ""ELA2B""; "
1	15526848	15571733	"gene_id ""DNAJC16""; transcript_id """"; db_xref ""GeneID:23341""; db_xref ""HGNC:HGNC:29157""; description ""DnaJ heat shock protein family (Hsp40) member C16""; gbkey ""Gene""; gene ""DNAJC16""; gene_biotype ""protein_coding""; gene_synonym ""ERdj8""; "
1	15542166	15542304	"gene_id ""SCARNA21B""; transcript_id """"; db_xref ""GeneID:107397391""; db_xref ""HGNC:HGNC:52237""; description ""small Cajal body-specific RNA 21B""; gbkey ""Gene""; gene ""SCARNA21B""; gene_biotype ""ncRNA""; "
1	15571699	15585051	"gene_id ""AGMAT""; transcript_id """"; db_xref ""GeneID:79814""; db_xref ""HGNC:HGNC:18407""; db_xref ""MIM:617887""; description ""agmatinase""; gbkey ""Gene""; gene ""AGMAT""; gene_biotype ""protein_coding""; "
1	15617458	15669044	"gene_id ""DDI2""; transcript_id """"; db_xref ""GeneID:84301""; db_xref ""HGNC:HGNC:24578""; description ""DNA damage inducible 1 homolog 2""; gbkey ""Gene""; gene ""DDI2""; gene_biotype ""protein_coding""; "
1	15659713	15662033	"gene_id ""RSC1A1""; transcript_id """"; db_xref ""GeneID:6248""; db_xref ""HGNC:HGNC:10458""; db_xref ""MIM:601966""; description ""regulator of solute carriers 1""; gbkey ""Gene""; gene ""RSC1A1""; gene_biotype ""protein_coding""; gene_synonym ""RS1""; "
1	15742499	15747982	"gene_id ""TMEM82""; transcript_id """"; db_xref ""GeneID:388595""; db_xref ""HGNC:HGNC:32350""; description ""transmembrane protein 82""; gbkey ""Gene""; gene ""TMEM82""; gene_biotype ""protein_coding""; "
1	15807374	15807649	"gene_id ""UQCRHL""; transcript_id """"; db_xref ""GeneID:440567""; db_xref ""HGNC:HGNC:51714""; description ""ubiquinol-cytochrome c reductase hinge protein like""; gbkey ""Gene""; gene ""UQCRHL""; gene_biotype ""protein_coding""; gene_synonym ""hCG25371""; "
1	15847707	15940456	"gene_id ""SPEN""; transcript_id """"; db_xref ""GeneID:23013""; db_xref ""HGNC:HGNC:17575""; db_xref ""MIM:613484""; description ""spen family transcriptional repressor""; gbkey ""Gene""; gene ""SPEN""; gene_biotype ""protein_coding""; gene_synonym ""HIAA0929""; gene_synonym ""MINT""; gene_synonym ""RATARS""; gene_synonym ""RBM15C""; gene_synonym ""SHARP""; "
1	16004236	16008807	"gene_id ""SRARP""; transcript_id """"; db_xref ""GeneID:149563""; db_xref ""HGNC:HGNC:28339""; db_xref ""MIM:619448""; description ""steroid receptor associated and regulated protein""; gbkey ""Gene""; gene ""SRARP""; gene_biotype ""protein_coding""; gene_synonym ""C1orf64""; gene_synonym ""ERRF""; "
1	16014029	16019594	"gene_id ""HSPB7""; transcript_id """"; db_xref ""GeneID:27129""; db_xref ""HGNC:HGNC:5249""; db_xref ""MIM:610692""; description ""heat shock protein family B (small) member 7""; gbkey ""Gene""; gene ""HSPB7""; gene_biotype ""protein_coding""; gene_synonym ""cvHSP""; "
1	16022036	16034050	"gene_id ""CLCNKA""; transcript_id """"; db_xref ""GeneID:1187""; db_xref ""HGNC:HGNC:2026""; db_xref ""MIM:602024""; description ""chloride voltage-gated channel Ka""; gbkey ""Gene""; gene ""CLCNKA""; gene_biotype ""protein_coding""; gene_synonym ""ClC-K1""; gene_synonym ""CLCK1""; gene_synonym ""hClC-Ka""; "
1	16043782	16057326	"gene_id ""CLCNKB""; transcript_id """"; db_xref ""GeneID:1188""; db_xref ""HGNC:HGNC:2027""; db_xref ""MIM:602023""; description ""chloride voltage-gated channel Kb""; gbkey ""Gene""; gene ""CLCNKB""; gene_biotype ""protein_coding""; gene_synonym ""ClC-K2""; gene_synonym ""ClC-Kb""; gene_synonym ""CLCKB""; "
1	16057769	16073651	"gene_id ""FAM131C""; transcript_id """"; db_xref ""GeneID:348487""; db_xref ""HGNC:HGNC:26717""; description ""family with sequence similarity 131 member C""; gbkey ""Gene""; gene ""FAM131C""; gene_biotype ""protein_coding""; gene_synonym ""C1orf117""; "
1	16367242	16398145	"gene_id ""SZRD1""; transcript_id """"; db_xref ""GeneID:26099""; db_xref ""HGNC:HGNC:30232""; description ""SUZ RNA binding domain containing 1""; gbkey ""Gene""; gene ""SZRD1""; gene_biotype ""protein_coding""; gene_synonym ""C1orf144""; "
1	16514122	16514285	"gene_id ""RNU1-1""; transcript_id """"; db_xref ""GeneID:26871""; db_xref ""HGNC:HGNC:10120""; description ""RNA, U1 small nuclear 1""; gbkey ""Gene""; gene ""RNU1-1""; gene_biotype ""snRNA""; gene_synonym ""HSD1""; gene_synonym ""HU1-1""; gene_synonym ""RNU1""; gene_synonym ""RNU1A""; gene_synonym ""Rnu1a1""; gene_synonym ""RNU1A3""; gene_synonym ""RNU1G4""; gene_synonym ""U1""; gene_synonym ""U1A1""; "
1	16562323	16613564	"gene_id ""NBPF1""; transcript_id """"; db_xref ""GeneID:55672""; db_xref ""HGNC:HGNC:26088""; db_xref ""MIM:610501""; description ""NBPF member 1""; gbkey ""Gene""; gene ""NBPF1""; gene_biotype ""protein_coding""; gene_synonym ""AB13""; gene_synonym ""AB14""; gene_synonym ""AB23""; gene_synonym ""AD2""; gene_synonym ""NBG""; gene_synonym ""NBPF""; partial ""true""; "
1	16666785	16666948	"gene_id ""RNU1-3""; transcript_id """"; db_xref ""GeneID:26869""; db_xref ""HGNC:HGNC:10130""; description ""RNA, U1 small nuclear 3""; gbkey ""Gene""; gene ""RNU1-3""; gene_biotype ""snRNA""; gene_synonym ""HSD4""; gene_synonym ""RNU1G3""; "
1	16740516	16740679	"gene_id ""RNU1-4""; transcript_id """"; db_xref ""GeneID:6060""; db_xref ""HGNC:HGNC:10128""; db_xref ""MIM:180680""; description ""RNA, U1 small nuclear 4""; gbkey ""Gene""; gene ""RNU1-4""; gene_biotype ""snRNA""; gene_synonym ""HSD2""; gene_synonym ""HSD5""; gene_synonym ""HSD6""; gene_synonym ""HSD7""; gene_synonym ""RNU1""; gene_synonym ""RNU1D2""; gene_synonym ""RNU1E2""; gene_synonym ""RNU1F1""; gene_synonym ""RNU1G1""; gene_synonym ""RNU1G2""; gene_synonym ""U1B2""; gene_synonym ""U1D2""; gene_synonym ""U1E2""; gene_synonym ""U1F""; "
1	16895980	16896143	"gene_id ""RNU1-2""; transcript_id """"; db_xref ""GeneID:26870""; db_xref ""HGNC:HGNC:10123""; description ""RNA, U1 small nuclear 2""; gbkey ""Gene""; gene ""RNU1-2""; gene_biotype ""snRNA""; gene_synonym ""RNU1C1""; gene_synonym ""RNU1C2""; gene_synonym ""U1C1""; gene_synonym ""U1C21""; "
1	17018722	17054032	"gene_id ""SDHB""; transcript_id """"; db_xref ""GeneID:6390""; db_xref ""HGNC:HGNC:10681""; db_xref ""MIM:185470""; description ""succinate dehydrogenase complex iron sulfur subunit B""; gbkey ""Gene""; gene ""SDHB""; gene_biotype ""protein_coding""; gene_synonym ""CWS2""; gene_synonym ""IP""; gene_synonym ""MC2DN4""; gene_synonym ""PGL4""; gene_synonym ""SDH""; gene_synonym ""SDH1""; gene_synonym ""SDH2""; gene_synonym ""SDHIP""; "
1	17372196	17401699	"gene_id ""PADI6""; transcript_id """"; db_xref ""GeneID:353238""; db_xref ""HGNC:HGNC:20449""; db_xref ""MIM:610363""; description ""peptidyl arginine deiminase 6""; gbkey ""Gene""; gene ""PADI6""; gene_biotype ""protein_coding""; gene_synonym ""hPADVI""; gene_synonym ""PREMBL2""; "
1	17406760	17439677	"gene_id ""RCC2""; transcript_id """"; db_xref ""GeneID:55920""; db_xref ""HGNC:HGNC:30297""; db_xref ""MIM:609587""; description ""regulator of chromosome condensation 2""; gbkey ""Gene""; gene ""RCC2""; gene_biotype ""protein_coding""; gene_synonym ""TD-60""; "
1	17406761	17407382	"gene_id ""RCC2-AS1""; transcript_id """"; db_xref ""GeneID:114515514""; db_xref ""HGNC:HGNC:41262""; description ""RCC2 antisense RNA 1""; gbkey ""Gene""; gene ""RCC2-AS1""; gene_biotype ""antisense_RNA""; gene_synonym ""LCPAT1""; "
1	18480930	18485974	"gene_id ""KLHDC7A""; transcript_id """"; db_xref ""GeneID:127707""; db_xref ""HGNC:HGNC:26791""; description ""kelch domain containing 7A""; gbkey ""Gene""; gene ""KLHDC7A""; gene_biotype ""protein_coding""; "
1	18630846	18748866	"gene_id ""PAX7""; transcript_id """"; db_xref ""GeneID:5081""; db_xref ""HGNC:HGNC:8621""; db_xref ""MIM:167410""; description ""paired box 7""; gbkey ""Gene""; gene ""PAX7""; gene_biotype ""protein_coding""; gene_synonym ""HUP1""; gene_synonym ""MYOSCO""; gene_synonym ""PAX7B""; gene_synonym ""RMS2""; "
1	18839599	18859660	"gene_id ""TAS1R2""; transcript_id """"; db_xref ""GeneID:80834""; db_xref ""HGNC:HGNC:14905""; db_xref ""MIM:606226""; description ""taste 1 receptor member 2""; gbkey ""Gene""; gene ""TAS1R2""; gene_biotype ""protein_coding""; gene_synonym ""GPR71""; gene_synonym ""T1R2""; gene_synonym ""TR2""; "
1	18871430	18902555	"gene_id ""ALDH4A1""; transcript_id """"; db_xref ""GeneID:8659""; db_xref ""HGNC:HGNC:406""; db_xref ""MIM:606811""; description ""aldehyde dehydrogenase 4 family member A1""; gbkey ""Gene""; gene ""ALDH4A1""; gene_biotype ""protein_coding""; gene_synonym ""ALDH4""; gene_synonym ""P5CD""; gene_synonym ""P5CDh""; "
1	19215660	19251524	"gene_id ""EMC1""; transcript_id """"; db_xref ""GeneID:23065""; db_xref ""HGNC:HGNC:28957""; db_xref ""MIM:616846""; description ""ER membrane protein complex subunit 1""; gbkey ""Gene""; gene ""EMC1""; gene_biotype ""protein_coding""; gene_synonym ""CAVIPMR""; gene_synonym ""KIAA0090""; "
1	19596979	19658452	"gene_id ""MICOS10-NBL1""; transcript_id """"; db_xref ""GeneID:100532736""; db_xref ""HGNC:HGNC:48338""; description ""MICOS10-NBL1 readthrough""; gbkey ""Gene""; gene ""MICOS10-NBL1""; gene_biotype ""protein_coding""; gene_synonym ""C1orf151-NBL1""; gene_synonym ""DAN""; gene_synonym ""DAND1""; gene_synonym ""MINOS1-NBL1""; gene_synonym ""NBL1""; "
1	19596979	19629820	"gene_id ""MICOS10""; transcript_id """"; db_xref ""GeneID:440574""; db_xref ""HGNC:HGNC:32068""; db_xref ""MIM:616574""; description ""mitochondrial contact site and cristae organizing system subunit 10""; gbkey ""Gene""; gene ""MICOS10""; gene_biotype ""protein_coding""; gene_synonym ""C1orf151""; gene_synonym ""Mic10""; gene_synonym ""MINOS1""; gene_synonym ""MIO10""; "
1	19643229	19658452	"gene_id ""NBL1""; transcript_id """"; db_xref ""GeneID:4681""; db_xref ""HGNC:HGNC:7650""; db_xref ""MIM:600613""; description ""NBL1, DAN family BMP antagonist""; gbkey ""Gene""; gene ""NBL1""; gene_biotype ""protein_coding""; gene_synonym ""D1S1733E""; gene_synonym ""DAN""; gene_synonym ""DAND1""; gene_synonym ""NB""; gene_synonym ""NO3""; "
1	19664875	19680966	"gene_id ""HTR6""; transcript_id """"; db_xref ""GeneID:3362""; db_xref ""HGNC:HGNC:5301""; db_xref ""MIM:601109""; description ""5-hydroxytryptamine receptor 6""; gbkey ""Gene""; gene ""HTR6""; gene_biotype ""protein_coding""; gene_synonym ""5-HT6""; gene_synonym ""5-HT6R""; "
1	19814029	19815283	"gene_id ""RNF186""; transcript_id """"; db_xref ""GeneID:54546""; db_xref ""HGNC:HGNC:25978""; db_xref ""MIM:617163""; description ""ring finger protein 186""; gbkey ""Gene""; gene ""RNF186""; gene_biotype ""protein_coding""; "
1	19920009	19923617	"gene_id ""PLA2G2E""; transcript_id """"; db_xref ""GeneID:30814""; db_xref ""HGNC:HGNC:13414""; db_xref ""MIM:618320""; description ""phospholipase A2 group IIE""; gbkey ""Gene""; gene ""PLA2G2E""; gene_biotype ""protein_coding""; gene_synonym ""GIIE sPLA2""; gene_synonym ""sPLA2-IIE""; "
1	20111939	20119536	"gene_id ""PLA2G2D""; transcript_id """"; db_xref ""GeneID:26279""; db_xref ""HGNC:HGNC:9033""; db_xref ""MIM:605630""; description ""phospholipase A2 group IID""; gbkey ""Gene""; gene ""PLA2G2D""; gene_biotype ""protein_coding""; gene_synonym ""PLA2IID""; gene_synonym ""sPLA2-IID""; gene_synonym ""sPLA2S""; gene_synonym ""SPLASH""; "
1	20482391	20486210	"gene_id ""CAMK2N1""; transcript_id """"; db_xref ""GeneID:55450""; db_xref ""HGNC:HGNC:24190""; db_xref ""MIM:614986""; description ""calcium/calmodulin dependent protein kinase II inhibitor 1""; gbkey ""Gene""; gene ""CAMK2N1""; gene_biotype ""protein_coding""; gene_synonym ""PRO1489""; "
1	20552573	20555020	"gene_id ""FAM43B""; transcript_id """"; db_xref ""GeneID:163933""; db_xref ""HGNC:HGNC:31791""; description ""family with sequence similarity 43 member B""; gbkey ""Gene""; gene ""FAM43B""; gene_biotype ""protein_coding""; "
1	20589097	20618903	"gene_id ""CDA""; transcript_id """"; db_xref ""GeneID:978""; db_xref ""HGNC:HGNC:1712""; db_xref ""MIM:123920""; description ""cytidine deaminase""; gbkey ""Gene""; gene ""CDA""; gene_biotype ""protein_coding""; gene_synonym ""CDD""; "
1	20633458	20651511	"gene_id ""PINK1""; transcript_id """"; db_xref ""GeneID:65018""; db_xref ""HGNC:HGNC:14581""; db_xref ""MIM:608309""; description ""PTEN induced kinase 1""; gbkey ""Gene""; gene ""PINK1""; gene_biotype ""protein_coding""; gene_synonym ""BRPK""; gene_synonym ""PARK6""; "
1	20642657	20652193	"gene_id ""PINK1-AS""; transcript_id """"; db_xref ""GeneID:100861548""; db_xref ""HGNC:HGNC:38872""; description ""PINK1 antisense RNA""; gbkey ""Gene""; gene ""PINK1-AS""; gene_biotype ""antisense_RNA""; gene_synonym ""NAPINK1""; gene_synonym ""PINK1-AS1""; gene_synonym ""PINK1AS""; "
1	20651777	20661369	"gene_id ""DDOST""; transcript_id """"; db_xref ""GeneID:1650""; db_xref ""HGNC:HGNC:2728""; db_xref ""MIM:602202""; description ""dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit""; gbkey ""Gene""; gene ""DDOST""; gene_biotype ""protein_coding""; gene_synonym ""AGER1""; gene_synonym ""CDG1R""; gene_synonym ""GATD6""; gene_synonym ""OKSWcl45""; gene_synonym ""OST""; gene_synonym ""OST48""; gene_synonym ""WBP1""; "
1	20740266	20787307	"gene_id ""HP1BP3""; transcript_id """"; db_xref ""GeneID:50809""; db_xref ""HGNC:HGNC:24973""; db_xref ""MIM:616072""; description ""heterochromatin protein 1 binding protein 3""; gbkey ""Gene""; gene ""HP1BP3""; gene_biotype ""protein_coding""; gene_synonym ""HP1-BP74""; gene_synonym ""HP1BP74""; "
1	21596221	21669357	"gene_id ""RAP1GAP""; transcript_id """"; db_xref ""GeneID:5909""; db_xref ""HGNC:HGNC:9858""; db_xref ""MIM:600278""; description ""RAP1 GTPase activating protein""; gbkey ""Gene""; gene ""RAP1GAP""; gene_biotype ""protein_coding""; gene_synonym ""RAP1GA1""; gene_synonym ""RAP1GAP1""; gene_synonym ""RAP1GAPII""; gene_synonym ""RAPGAP""; "
1	21812265	21825225	"gene_id ""LDLRAD2""; transcript_id """"; db_xref ""GeneID:401944""; db_xref ""HGNC:HGNC:32071""; description ""low density lipoprotein receptor class A domain containing 2""; gbkey ""Gene""; gene ""LDLRAD2""; gene_biotype ""protein_coding""; "
1	22001657	22012542	"gene_id ""CELA3A""; transcript_id """"; db_xref ""GeneID:10136""; db_xref ""HGNC:HGNC:15944""; db_xref ""MIM:618693""; description ""chymotrypsin like elastase 3A""; gbkey ""Gene""; gene ""CELA3A""; gene_biotype ""protein_coding""; gene_synonym ""ELA3""; gene_synonym ""ELA3A""; "
1	22052709	22101360	"gene_id ""CDC42""; transcript_id """"; db_xref ""GeneID:998""; db_xref ""HGNC:HGNC:1736""; db_xref ""MIM:116952""; description ""cell division cycle 42""; gbkey ""Gene""; gene ""CDC42""; gene_biotype ""protein_coding""; gene_synonym ""CDC42Hs""; gene_synonym ""G25K""; gene_synonym ""TKS""; "
1	22636463	22639678	"gene_id ""C1QA""; transcript_id """"; db_xref ""GeneID:712""; db_xref ""HGNC:HGNC:1241""; db_xref ""MIM:120550""; description ""complement C1q A chain""; gbkey ""Gene""; gene ""C1QA""; gene_biotype ""protein_coding""; "
1	22643633	22648108	"gene_id ""C1QC""; transcript_id """"; db_xref ""GeneID:714""; db_xref ""HGNC:HGNC:1245""; db_xref ""MIM:120575""; description ""complement C1q C chain""; gbkey ""Gene""; gene ""C1QC""; gene_biotype ""protein_coding""; gene_synonym ""C1Q-C""; gene_synonym ""C1QG""; "
1	22653236	22661637	"gene_id ""C1QB""; transcript_id """"; db_xref ""GeneID:713""; db_xref ""HGNC:HGNC:1242""; db_xref ""MIM:120570""; description ""complement C1q B chain""; gbkey ""Gene""; gene ""C1QB""; gene_biotype ""protein_coding""; "
1	22953043	22972866	"gene_id ""LACTBL1""; transcript_id """"; db_xref ""GeneID:646262""; db_xref ""HGNC:HGNC:35445""; description ""lactamase beta like 1""; gbkey ""Gene""; gene ""LACTBL1""; gene_biotype ""protein_coding""; "
1	23010834	23015852	"gene_id ""TEX46""; transcript_id """"; db_xref ""GeneID:729059""; db_xref ""HGNC:HGNC:44651""; description ""testis expressed 46""; gbkey ""Gene""; gene ""TEX46""; gene_biotype ""protein_coding""; gene_synonym ""C1orf234""; gene_synonym ""TEX#""; "
1	23191895	23217502	"gene_id ""HTR1D""; transcript_id """"; db_xref ""GeneID:3352""; db_xref ""HGNC:HGNC:5289""; db_xref ""MIM:182133""; description ""5-hydroxytryptamine receptor 1D""; gbkey ""Gene""; gene ""HTR1D""; gene_biotype ""protein_coding""; gene_synonym ""5-HT1D""; gene_synonym ""HT1DA""; gene_synonym ""HTR1DA""; gene_synonym ""HTRL""; gene_synonym ""RDC4""; "
1	23359448	23369836	"gene_id ""ZNF436""; transcript_id """"; db_xref ""GeneID:80818""; db_xref ""HGNC:HGNC:20814""; db_xref ""MIM:611703""; description ""zinc finger protein 436""; gbkey ""Gene""; gene ""ZNF436""; gene_biotype ""protein_coding""; gene_synonym ""Zfp46""; gene_synonym ""ZNF""; "
1	23557926	23559501	"gene_id ""ID3""; transcript_id """"; db_xref ""GeneID:3399""; db_xref ""HGNC:HGNC:5362""; db_xref ""MIM:600277""; description ""inhibitor of DNA binding 3, HLH protein""; gbkey ""Gene""; gene ""ID3""; gene_biotype ""protein_coding""; gene_synonym ""bHLHb25""; gene_synonym ""HEIR-1""; "
1	23691779	23696835	"gene_id ""RPL11""; transcript_id """"; db_xref ""GeneID:6135""; db_xref ""HGNC:HGNC:10301""; db_xref ""MIM:604175""; description ""ribosomal protein L11""; gbkey ""Gene""; gene ""RPL11""; gene_biotype ""protein_coding""; gene_synonym ""DBA7""; gene_synonym ""GIG34""; gene_synonym ""L11""; gene_synonym ""uL5""; "
1	23743471	23762059	"gene_id ""ELOA""; transcript_id """"; db_xref ""GeneID:6924""; db_xref ""HGNC:HGNC:11620""; db_xref ""MIM:600786""; description ""elongin A""; gbkey ""Gene""; gene ""ELOA""; gene_biotype ""protein_coding""; gene_synonym ""SIII""; gene_synonym ""SIII p110""; gene_synonym ""TCEB3""; gene_synonym ""TCEB3A""; "
1	23795599	23800754	"gene_id ""GALE""; transcript_id """"; db_xref ""GeneID:2582""; db_xref ""HGNC:HGNC:4116""; db_xref ""MIM:606953""; description ""UDP-galactose-4-epimerase""; gbkey ""Gene""; gene ""GALE""; gene_biotype ""protein_coding""; gene_synonym ""SDR1E1""; "
1	23801885	23825429	"gene_id ""HMGCL""; transcript_id """"; db_xref ""GeneID:3155""; db_xref ""HGNC:HGNC:5005""; db_xref ""MIM:613898""; description ""3-hydroxy-3-methylglutaryl-CoA lyase""; gbkey ""Gene""; gene ""HMGCL""; gene_biotype ""protein_coding""; gene_synonym ""HL""; "
1	23845077	23868290	"gene_id ""FUCA1""; transcript_id """"; db_xref ""GeneID:2517""; db_xref ""HGNC:HGNC:4006""; db_xref ""MIM:612280""; description ""alpha-L-fucosidase 1""; gbkey ""Gene""; gene ""FUCA1""; gene_biotype ""protein_coding""; gene_synonym ""FUCA""; "
1	24056041	24112135	"gene_id ""MYOM3""; transcript_id """"; db_xref ""GeneID:127294""; db_xref ""HGNC:HGNC:26679""; db_xref ""MIM:616832""; description ""myomesin 3""; gbkey ""Gene""; gene ""MYOM3""; gene_biotype ""protein_coding""; "
1	24119771	24143140	"gene_id ""IL22RA1""; transcript_id """"; db_xref ""GeneID:58985""; db_xref ""HGNC:HGNC:13700""; db_xref ""MIM:605457""; description ""interleukin 22 receptor subunit alpha 1""; gbkey ""Gene""; gene ""IL22RA1""; gene_biotype ""protein_coding""; gene_synonym ""CRF2-9""; gene_synonym ""IL22R""; gene_synonym ""IL22R1""; "
1	24502344	24541040	"gene_id ""RCAN3""; transcript_id """"; db_xref ""GeneID:11123""; db_xref ""HGNC:HGNC:3042""; db_xref ""MIM:605860""; description ""RCAN family member 3""; gbkey ""Gene""; gene ""RCAN3""; gene_biotype ""protein_coding""; gene_synonym ""DSCR1L2""; gene_synonym ""hRCN3""; gene_synonym ""MCIP3""; gene_synonym ""RCN3""; "
